WeatherID,Station,latitude,longitude,Borough,City,State,ZipCode,Temperature_Max,Temperature_Avg,Temperature_M,Dewpot_Max,Dewpot_Avg,Dewpot_M,Humidity_Max,Humidity_Avg,Humidity_M,Wdspeed_Max,Wdspeed_Avg,Wdspeed_M,Pressure_Max,Pressure_M,Precipitation_Total,Level,Weather_Type,Year,Month,Month_Number,Day
1524,KNYBRONX47,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,57.1,50,45.1,39.8,32.3,23.5,78,53,30,30.4,8.4,0,29.33,28.86,0,Level_4,Windy,2020,March,3,4
1525,KNYBRONX48,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,52.7,44.5,38.8,36.8,28.4,23.3,83,55,32,19.6,3.4,0,29.65,29.32,0,Level_4,Sunny,2020,March,3,5
1526,KNYBRONX49,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,43.7,39.9,35.9,39.5,36.9,33.5,97,89,77,13.4,2.6,0,29.55,29.2,0.22,Level_2,Heavy_Snow,2020,March,3,6
1527,KNYBRONX50,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,48.4,40.3,35.3,35.5,19,7.3,90,48,19,19.3,3.8,0,29.95,29.35,0,Level_2,Sunny,2020,March,3,7
1528,KNYBRONX51,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,60.1,47.2,35.2,25.8,19.2,13.7,48,34,20,15.1,4.6,0,30.02,29.83,0,Level_1,Sunny,2020,March,3,8
1529,KNYBRONX52,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,72.9,59.3,46.4,32.2,26.9,20.4,47,30,17,19.1,4.6,0,29.91,29.7,0,Level_2,Sunny,2020,March,3,9
1530,KNYBRONX53,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,66.5,61,54.8,53.2,43.3,32.3,77,53,33,20.3,5.2,0,29.76,29.35,0,Level_2,Sunny,2020,March,3,10
1531,KNYBRONX54,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,60,50.2,42.8,49.6,32,24.4,71,51,31,14,2.5,0,29.64,29.42,0,Level_1,Sunny,2020,March,3,11
1532,KNYBRONX55,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,47.8,43.3,38.8,42.5,35.9,22.8,97,76,42,12.7,2.3,0,29.7,29.56,0,Level_2,Sunny,2020,March,3,12
1533,KNYBRONX56,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,70.9,58.3,42.4,58.5,36.8,17.6,100,55,16,36.9,6.6,0,29.61,29.12,0.25,Level_4,Storm,2020,March,3,13
1534,KNYBRONX57,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,56.4,48.3,42.8,27.7,24.1,20.6,47,39,30,19.4,4.8,0,29.91,29.61,0.25,Level_4,Heavy_Snow,2020,March,3,14
1535,KNYBRONX58,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,54.9,46.1,40.8,28.8,22.7,10.7,60,41,24,9.9,2.4,0,30.09,29.89,0,Level_1,Sunny,2020,March,3,15
1536,KNYBRONX59,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,43.8,37.9,31.2,33.9,21.1,8.9,79,52,29,13.7,3.6,0,30.23,29.95,0,Level_2,Sunny,2020,March,3,16
1537,KNYBRONX60,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,56.1,46.8,39.7,45.7,40.7,31.5,98,81,51,14.4,3,0,29.96,29.52,0.1,Level_1,Light_Snow,2020,March,3,17
1538,KNYBRONX61,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,55.1,47.2,40.7,34.4,29.8,26.2,66,51,34,11.3,2.8,0,30.07,29.79,0.1,Level_1,Light_Snow,2020,March,3,18
1539,KNYBRONX62,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,51.7,46.2,40.4,46.8,43.2,31.7,100,90,59,10.7,2.2,0,29.94,29.69,0.8,Level_1,Heavy_Snow,2020,March,3,19
1540,KNYBRONX63,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,76.3,58.6,46.7,62.1,51.2,44.8,100,79,44,22.6,4.1,0,29.71,29.17,0.8,Level_2,Heavy_Rain,2020,March,3,20
1541,KNYBRONX64,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,68.5,47.9,39.4,51.4,25.6,11,63,43,24,16.2,3.5,0,30,29.35,0,Level_1,Sunny,2020,March,3,21
1542,KNYBRONX65,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,45.4,37.4,32.4,26.6,17.4,8.4,66,45,29,13.2,3.4,0,30.3,30,0,Level_2,Sunny,2020,March,3,22
1543,KNYBRONX66,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,40.5,37.3,35.3,40.5,33.7,25.8,100,88,64,18.7,4.2,0,30.28,29.4,1.14,Level_2,Heavy_Snow,2020,March,3,23
1544,KNYBRONX67,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,55.4,44,35.8,37.7,35,31.8,93,72,48,9.3,2.7,0,29.68,29.44,1.14,Level_2,Heavy_Snow,2020,March,3,24
1545,KNYBRONX68,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,45.7,41.5,39,40.1,35.5,31,88,79,70,18.5,3.9,0,29.68,29.47,0,Level_2,Sunny,2020,March,3,25
1546,KNYBRONX69,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,60.5,46,35.3,43.2,35.3,28.6,86,68,44,11.4,2.6,0,29.56,29.24,0,Level_1,Sunny,2020,March,3,26
1547,KNYBRONX70,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,68.8,57.7,50.7,46.8,37.2,22.4,83,51,21,11.2,2.8,0,29.55,29.17,0,Level_2,Sunny,2020,March,3,27
1548,KNYBRONX71,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,52.7,46.3,42.8,45.4,36.4,24.1,100,72,35,13.1,3,0,29.66,29.49,0.38,Level_1,Heavy_Snow,2020,March,3,28
1549,KNYBRONX72,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,46.8,45.1,44.2,46.8,45.2,44.2,100,100,100,19.1,5.3,0,29.54,29.24,0.39,Level_4,Heavy_Snow,2020,March,3,29
1550,KNYBRONX73,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,50.5,45.5,41.5,47.1,43,40.4,100,91,77,8.8,2.1,0,29.46,29.33,0.1,Level_2,Light_Snow,2020,March,3,30
1551,KNYBRONX74,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,49.1,43.4,39.9,43.4,38.1,35,100,82,60,10.3,2.7,0,29.55,29.38,0.1,Level_2,Light_Snow,2020,March,3,31
1552,KNYBRONX75,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,57,46.2,37.5,36.7,30.9,26.6,83,58,34,15.3,3,0,29.38,29.11,0.05,Level_1,Light_Snow,2020,April,4,1
1553,KNYBRONX76,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,58.8,48.6,38.3,34.4,30.7,27.8,66,51,37,19.1,4.7,0,29.18,28.97,0,Level_4,Sunny,2020,April,4,2
1554,KNYBRONX77,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,51.9,48.9,44.4,46.5,41.1,33.1,89,75,52,21.5,4,0,29.3,28.96,0.09,Level_4,Light_Rain,2020,April,4,3
1555,KNYBRONX78,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,61.3,51.3,45.9,45.5,43.2,41.4,95,75,50,9.8,2.4,0,29.51,29.3,0.09,Level_1,Light_Rain,2020,April,4,4
1556,KNYBRONX79,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,64.7,52,44,50.1,46.1,43.3,98,82,54,10.4,1.8,0,29.54,29.42,0,Level_1,Sunny,2020,April,4,5
1557,KNYBRONX80,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,67.1,55.8,46.9,47.9,34.8,18.7,98,53,19,13,2.4,0,29.54,29.37,0.02,Level_1,Light_Rain,2020,April,4,6
1558,KNYBRONX81,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,67.9,57,52.7,46.6,31.9,18.3,76,40,23,17.5,3.1,0,29.45,29.04,0.02,Level_2,Light_Rain,2020,April,4,7
1559,KNYBRONX82,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,64.4,54.6,48.4,52.1,48.3,44.7,100,81,51,10.4,1.9,0,29.09,28.78,0.18,Level_1,Light_Rain,2020,April,4,8
1560,KNYBRONX83,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,58,50.5,46.3,55.8,41,24.3,95,73,39,27.2,4.2,0,29.06,28.43,0.18,Level_4,Light_Rain,2020,April,4,9
1561,KNYBRONX84,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,48,43.5,36.5,35.7,28.8,23.2,94,57,38,27.9,8.2,0,29.15,28.65,0.17,Level_4,Light_Snow,2020,April,4,10
1562,KNYBRONX85,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,55.8,46.8,38.5,26.7,21.9,16.5,52,38,26,21.7,5.5,0,29.53,29.15,0.03,Level_4,Light_Snow,2020,April,4,11
1563,KNYBRONX86,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,61.4,52,38.8,50.1,36,21.3,82,56,30,15.9,2.9,0,29.72,29.53,0,Level_1,Sunny,2020,April,4,12
1564,KNYBRONX87,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,68.2,58.6,52.5,63.7,55.4,41.8,100,91,49,31,6.3,0,29.54,28.74,1.64,Level_4,Storm,2020,April,4,13
1565,KNYBRONX88,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,60.4,52.4,46.7,42.7,32.6,26.7,69,48,32,15.3,3.7,0,29.58,29.29,1.64,Level_1,Heavy_Rain,2020,April,4,14
1566,KNYBRONX89,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,53.3,47.4,42,36.1,24,13,74,42,21,17.8,4,0,29.47,29.31,0,Level_4,Sunny,2020,April,4,15
1567,KNYBRONX90,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,49.3,44.6,37.8,32.3,21.9,12.3,66,42,24,29.2,5.9,0,29.76,29.41,0,Level_4,Windy,2020,April,4,16
1568,KNYBRONX91,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,51.1,42.1,36.5,41,25.6,17.8,97,55,29,20.3,4.3,0,29.85,29.37,0.03,Level_2,Light_Snow,2020,April,4,17
1569,KNYBRONX92,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,48,43.1,40.4,44.2,38.7,28,100,86,54,13.4,2.7,0,29.38,29.14,0.23,Level_2,Heavy_Snow,2020,April,4,18
1570,KNYBRONX93,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,63.3,52,41.1,36.1,31.3,26.8,60,46,33,20.3,5.3,0,29.4,29.11,0.23,Level_4,Heavy_Rain,2020,April,4,19
1571,KNYBRONX94,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,56.9,51.8,46.9,41.3,32.9,24.7,69,49,31,11,2.2,0,29.12,28.99,0,Level_1,Sunny,2020,April,4,20
1572,KNYBRONX95,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,60.3,48.7,39.1,51.8,39.9,28,95,72,49,29.7,3.8,0,29.14,28.73,0.24,Level_4,Storm,2020,April,4,21
1573,KNYBRONX96,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,51.2,42.7,36.1,28.2,17.3,12.6,65,37,22,23.5,6.6,0,29.49,29.14,0.24,Level_4,Heavy_Snow,2020,April,4,22
1574,KNYBRONX97,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,50.9,44.1,39.1,39.2,24.2,17.2,91,46,35,8.9,2,0,29.59,29.4,0.03,Level_2,Light_Snow,2020,April,4,23
1575,KNYBRONX98,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,49.9,45.7,41.1,48.8,45.1,39.2,100,98,91,10.2,2.1,0,29.41,29.07,0.46,Level_2,Heavy_Snow,2020,April,4,24
1576,KNYBRONX99,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,65.7,52.2,41.1,47.8,39.8,23.1,100,67,29,12.3,2.2,0,29.59,29.35,0.46,Level_1,Heavy_Rain,2020,April,4,25
1577,KNYBRONX100,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,49.3,46.6,42.3,46.1,43.4,40.7,100,89,72,19.6,3.7,0,29.57,29.12,0.14,Level_4,Light_Snow,2020,April,4,26
1578,KNYBRONX101,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,49.7,43.8,39,41.9,38.9,37.3,99,83,67,17.6,3.3,0,29.55,29.21,0.15,Level_2,Light_Snow,2020,April,4,27
1579,KNYBRONX102,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,67.2,51.6,41,44.6,36.7,28.7,87,61,24,10.8,2.6,0,29.64,29.52,0,Level_1,Sunny,2020,April,4,28
1580,KNYBRONX103,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,54.4,49.2,45.3,48.5,45.1,42.5,98,86,68,16.7,3.3,0,29.77,29.63,0,Level_1,Sunny,2020,April,4,29
1581,KNYBRONX104,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,62.1,54.9,46.9,58,52.6,41.9,100,92,70,26.9,5.3,0,29.71,29.22,0.97,Level_4,Heavy_Rain,2020,April,4,30
1582,KNYBRONX105,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,67.6,58.7,54.5,60.9,54.5,48.1,100,88,61,12.2,2.2,0,29.23,29.04,0.98,Level_2,Heavy_Rain,2020,May,5,1
1583,KNYBRONX106,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,74.4,63.3,50.1,48.3,40.3,36.4,70,45,27,15.1,3.9,0,29.46,29.19,0.23,Level_2,Heavy_Rain,2020,May,5,2
1584,KNYBRONX107,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,82,68.6,53.6,57.9,49.6,37.5,96,55,21,15.3,3.6,0,29.34,29,0.08,Level_2,Light_Rain,2020,May,5,3
1585,KNYBRONX108,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,72.7,62.6,49.7,57.6,41,34.1,64,46,31,18.4,3.8,0,29.34,28.99,0.08,Level_2,Light_Rain,2020,May,5,4
1586,KNYBRONX109,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,64.5,53.5,45.7,37.6,26.2,17.1,64,38,17,14.3,3.4,0,29.38,29.26,0,Level_1,Sunny,2020,May,5,5
1587,KNYBRONX110,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,51.8,47.9,43.3,45,40.8,35.3,95,77,57,13.4,2.6,0,29.34,29.19,0,Level_1,Sunny,2020,May,5,6
1588,KNYBRONX111,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,68,57,46.7,41.7,32,20.9,82,44,18,21.5,3.8,0,29.22,29.11,0,Level_2,Sunny,2020,May,5,7
1589,KNYBRONX112,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,58.4,47.9,40.2,45.8,36.5,21.6,99,69,35,12.9,2,0,29.32,28.96,0.11,Level_1,Light_Snow,2020,May,5,8
1590,KNYBRONX113,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,47.3,39.7,34.2,39,25.2,16,98,59,29,22.8,5.9,0,29.55,28.98,0.12,Level_2,Light_Snow,2020,May,5,9
1591,KNYBRONX114,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,64.5,52.3,39.5,33,27.3,23.7,55,39,25,21.9,6.2,0,29.6,29.4,0.07,Level_4,Light_Rain,2020,May,5,10
1592,KNYBRONX115,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,61.5,52.4,44.8,48.1,41,32.1,87,66,39,24.4,3.8,0,29.42,29.17,0.02,Level_4,Light_Rain,2020,May,5,11
1593,KNYBRONX116,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,59.6,50.9,43.1,35.7,25.9,14.3,71,42,18,28.1,5.1,0,29.67,29.39,0.01,Level_4,Light_Rain,2020,May,5,12
1594,KNYBRONX117,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,64.1,51.1,39.8,43.3,28,20.7,86,44,21,14.9,3.2,0,29.86,29.67,0.01,Level_1,Light_Rain,2020,May,5,13
1595,KNYBRONX118,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,66.1,56.6,41.4,51.9,36.5,25.6,73,49,25,15.1,2.3,0,29.88,29.52,0,Level_1,Sunny,2020,May,5,14
1596,KNYBRONX119,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,86.1,72,56.9,65.1,58.6,51.9,99,66,40,15.8,3.4,0,29.52,29.2,0.05,Level_1,Light_Rain,2020,May,5,15
1597,KNYBRONX120,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,78.3,69.2,61.3,65.3,54.4,46.9,92,62,34,11.5,2.7,0,29.72,29.28,0.07,Level_1,Light_Rain,2020,May,5,16
1598,KNYBRONX121,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,68.3,59.7,53.5,51.8,47,43.6,83,64,43,11.6,2.8,0,29.84,29.71,0.06,Level_2,Light_Rain,2020,May,5,17
1599,KNYBRONX122,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,67.8,59.2,53.2,51.8,47.8,41.7,85,67,44,14.3,2.8,0,29.71,29.56,0,Level_2,Sunny,2020,May,5,18
1600,KNYBRONX123,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,67.4,59.2,53.6,50.9,39.6,33.6,87,50,30,17.9,3.3,0,29.93,29.58,0,Level_2,Sunny,2020,May,5,19
1601,KNYBRONX124,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,65.5,55.8,48.2,42.6,37.2,28.8,73,51,32,14.4,3.1,0,30.03,29.89,0,Level_1,Sunny,2020,May,5,20
1602,KNYBRONX125,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,67.8,55.2,41.9,51.3,46,38.8,96,73,47,13.2,2.2,0,30.01,29.79,0,Level_1,Sunny,2020,May,5,21
1603,KNYBRONX126,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,76.2,64,51,64.7,57.3,50,99,81,53,15.1,2.1,0,29.79,29.49,0.06,Level_2,Light_Rain,2020,May,5,22
1604,KNYBRONX127,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,66.6,61.3,55.3,65.9,59.8,45.4,100,95,66,16.5,2.4,0,29.67,29.41,0.07,Level_2,Light_Rain,2020,May,5,23
1605,KNYBRONX128,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,69.7,58.2,50.1,57.2,49.1,38,94,72,58,13.4,2.5,0,29.81,29.67,0.07,Level_2,Light_Rain,2020,May,5,24
1606,KNYBRONX129,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,69.9,60.3,54.8,61,56.8,54.1,100,89,70,11.8,1.9,0,29.77,29.66,0.04,Level_2,Light_Rain,2020,May,5,25
1607,KNYBRONX130,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,78.5,64.9,55.6,64.8,60,55.6,100,86,57,9,1.8,0,29.74,29.65,0.02,Level_2,Light_Rain,2020,May,5,26
1608,KNYBRONX131,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,78.9,66.7,59.3,67.1,62.4,59.1,100,87,59,10.8,2.3,0,29.77,29.68,0.01,Level_2,Light_Rain,2020,May,5,27
1609,KNYBRONX132,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,75.4,67.5,62,70.3,66,61.6,100,95,79,19.3,2.8,0,29.74,29.54,0.01,Level_2,Light_Rain,2020,May,5,28
1610,KNYBRONX133,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,81.2,71.1,64.3,72.9,67.9,64.3,100,90,72,11.7,2.6,0,29.55,29.31,0.01,Level_1,Light_Rain,2020,May,5,29
1611,KNYBRONX134,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,83,72.7,64.7,67.9,57.5,46.9,100,64,30,14,2.6,0,29.37,29.27,0,Level_1,Sunny,2020,May,5,30
1612,KNYBRONX135,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,70.8,62.9,55.4,53.7,40.4,33.9,63,45,30,13,3.3,0,29.69,29.37,0,Level_2,Sunny,2020,May,5,31
1613,KNYBRONX136,40.8616,-73.8809,Bronx,Botanical_Garden,NY,10458,72.3,60.5,51.1,42.7,38.1,34.8,59,44,27,16.4,2.5,0,29.78,29.53,0,Level_2,Sunny,2020,June,6,1
