CID,unique_key,agency,agency_name,complaint_type,status,city,borough,incident_zip,latitude,longitude,Created_Year,Created_Month,Created_Month_Number,Created_Day,Created_Date,Closed_Year,Closed_Month,Closed_Month_Number,Closed_Day,Closed_Date,state
1095,39490801,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Flushing,Queens,11367,40.73703044,-73.81125233,2018,June,6,17,2018-06-17,2020,November,11,30,2020-11-30,NY
1096,45263265,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Queens_Village,Queens,11428,40.71740699,-73.74887454,2019,December,12,28,2019-12-28,2021,March,3,15,2021-03-15,NY
1097,39577787,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10031,40.83033444,-73.94647659,2018,June,6,27,2018-06-27,2020,March,3,17,2020-03-17,NY
1098,39946938,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11218,40.64330407,-73.98027145,2018,August,8,7,2018-08-07,2020,January,1,6,2020-01-06,NY
1099,42746098,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10022,40.75721491,-73.9691961,2019,May,5,22,2019-05-22,2019,June,6,17,2019-06-17,NY
1100,45264930,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11205,40.68908801,-73.97205096,2019,December,12,29,2019-12-29,2020,April,4,15,2020-04-15,NY
1101,45264945,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Jamaica,Queens,11434,40.68016989,-73.76643602,2019,December,12,29,2019-12-29,2020,February,2,6,2020-02-06,NY
1102,18235701,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11238,40.67695838,-73.96099167,2010,July,7,11,2010-07-11,2011,January,1,13,2011-01-13,NY
1103,44071300,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10021,40.77327867,-73.96492476,2019,October,10,16,2019-10-16,2019,October,10,24,2019-10-24,NY
1104,43179858,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11208,40.68102309,-73.88340771,2019,July,7,2,2019-07-02,2019,July,7,10,2019-07-10,NY
1105,18235826,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11215,40.66601018,-73.99024952,2010,July,7,11,2010-07-11,2010,July,7,15,2010-07-15,NY
1106,43180384,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10310,40.62540504,-74.12984932,2019,July,7,1,2019-07-01,2019,July,7,2,2019-07-02,NY
1107,45267511,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10305,40.60941248,-74.06267432,2019,December,12,29,2019-12-29,2020,January,1,2,2020-01-02,NY
1108,45267515,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10304,40.61288825,-74.08297703,2019,December,12,29,2019-12-29,2020,January,1,2,2020-01-02,NY
1109,43181036,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11209,40.62613203,-74.02320345,2019,July,7,1,2019-07-01,2019,October,10,28,2019-10-28,NY
1110,18241377,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Flushing,Queens,11355,40.74875837,-73.82131736,2010,July,7,12,2010-07-12,2010,July,7,21,2010-07-21,NY
1111,45270054,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Astoria,Queens,11102,40.77002868,-73.9244448,2019,December,12,30,2019-12-30,2020,February,2,4,2020-02-04,NY
1112,45270809,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10040,40.86174999,-73.92596745,2019,December,12,30,2019-12-30,2019,December,12,31,2019-12-31,NY
1113,45273045,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10030,40.81511345,-73.9432627,2019,December,12,30,2019-12-30,2020,January,1,3,2020-01-03,NY
1114,18249195,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11238,40.67530231,-73.96661302,2010,July,7,13,2010-07-13,2010,July,7,13,2010-07-13,NY
1115,18249350,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11230,40.62788014,-73.96473099,2010,July,7,13,2010-07-13,2010,July,7,19,2010-07-19,NY
1116,18250275,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11211,40.71619581,-73.96398443,2010,July,7,13,2010-07-13,2010,July,7,19,2010-07-19,NY
1117,18250421,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11238,40.67292832,-73.96746498,2010,July,7,13,2010-07-13,2010,December,12,28,2010-12-28,NY
1118,18250567,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11217,40.68468724,-73.98113177,2010,July,7,13,2010-07-13,2011,March,3,16,2011-03-16,NY
1119,18250931,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11217,40.68629258,-73.97909048,2010,July,7,13,2010-07-13,2010,July,7,15,2010-07-15,NY
1120,18251696,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10036,40.75936789,-73.99196127,2010,July,7,13,2010-07-13,2010,August,8,18,2010-08-18,NY
1121,18251832,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10312,40.53970529,-74.17445032,2010,July,7,13,2010-07-13,2010,July,7,15,2010-07-15,NY
1122,18251972,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10024,40.78648557,-73.97217258,2010,July,7,13,2010-07-13,2012,January,1,27,2012-01-27,NY
1123,18252025,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11238,40.67323227,-73.9649918,2010,July,7,13,2010-07-13,2011,March,3,16,2011-03-16,NY
1124,18252036,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11238,40.67530231,-73.96661302,2010,July,7,13,2010-07-13,2011,March,3,16,2011-03-16,NY
1125,45280202,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10301,40.64313433,-74.09216723,2019,December,12,31,2019-12-31,2019,December,12,31,2019-12-31,NY
1126,42995672,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,East_Elmhurst,Queens,11370,40.75993089,-73.89636558,2019,June,6,17,2019-06-17,2019,July,7,12,2019-07-12,NY
1127,45287852,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11211,40.70510177,-73.95683828,2020,January,1,1,2020-01-01,2020,April,4,6,2020-04-06,NY
1128,45290491,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10463,40.88798677,-73.91080977,2020,January,1,2,2020-01-02,2020,June,6,1,2020-06-01,NY
1129,45292524,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bayside,Queens,11361,40.76240833,-73.77038198,2020,January,1,2,2020-01-02,2020,January,1,13,2020-01-13,NY
1130,45292574,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Whitestone,Queens,11357,40.78595934,-73.81355113,2020,January,1,2,2020-01-02,2020,February,2,6,2020-02-06,NY
1131,18267278,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11238,40.67260026,-73.96275344,2010,July,7,15,2010-07-15,2010,November,11,10,2010-11-10,NY
1132,18267627,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Elmhurst,Queens,11373,40.74429919,-73.88722701,2010,July,7,15,2010-07-15,2010,September,9,14,2010-09-14,NY
1133,45294932,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11234,40.61442055,-73.94027448,2020,January,1,2,2020-01-02,2020,February,2,28,2020-02-28,NY
1134,45294933,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11208,40.67468484,-73.87253143,2020,January,1,2,2020-01-02,2020,April,4,3,2020-04-03,NY
1135,18268711,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bayside,Queens,11361,40.76466201,-73.76776421,2010,July,7,15,2010-07-15,2010,July,7,20,2010-07-20,NY
1136,43078420,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10033,40.84556386,-73.93897542,2019,June,6,24,2019-06-24,2020,December,12,23,2020-12-23,NY
1137,43086480,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11216,40.67728292,-73.94284639,2019,June,6,25,2019-06-25,2019,July,7,17,2019-07-17,NY
1138,43088578,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11228,40.62113336,-74.00116351,2019,June,6,25,2019-06-25,2019,July,7,12,2019-07-12,NY
1139,43092204,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10065,40.76783143,-73.96864245,2019,June,6,25,2019-06-25,2019,October,10,7,2019-10-07,NY
1140,43092207,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10454,40.80864567,-73.91095944,2019,June,6,25,2019-06-25,2019,July,7,23,2019-07-23,NY
1141,45301212,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10312,40.5292104,-74.19088392,2020,January,1,3,2020-01-03,2020,December,12,23,2020-12-23,NY
1142,43100460,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11215,40.675591,-73.98072696,2019,June,6,26,2019-06-26,2019,July,7,12,2019-07-12,NY
1143,43115384,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11222,40.72389702,-73.94231215,2019,June,6,26,2019-06-26,2019,July,7,10,2019-07-10,NY
1144,43133802,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11231,40.68603646,-73.99877406,2019,June,6,27,2019-06-27,2020,April,4,3,2020-04-03,NY
1145,45304283,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10002,40.71529263,-73.99169965,2020,January,1,3,2020-01-03,2020,January,1,6,2020-01-06,NY
1146,45304594,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Whitestone,Queens,11357,40.79660938,-73.82076274,2020,January,1,3,2020-01-03,2020,February,2,20,2020-02-20,NY
1147,43142265,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10314,40.59619354,-74.14035381,2019,June,6,28,2019-06-28,2020,December,12,23,2020-12-23,NY
1148,43145124,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11220,40.64176026,-74.00660846,2019,June,6,28,2019-06-28,2019,July,7,16,2019-07-16,NY
1149,45305779,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10453,40.84696832,-73.90863467,2020,January,1,3,2020-01-03,2020,January,1,29,2020-01-29,NY
1150,45306255,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10312,40.5292104,-74.19088392,2020,January,1,3,2020-01-03,2020,December,12,23,2020-12-23,NY
1151,45307911,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11221,40.69658257,-73.9256604,2020,January,1,4,2020-01-04,2020,June,6,22,2020-06-22,NY
1152,45308488,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Ozone_Park,Queens,11416,40.68941738,-73.83860074,2020,January,1,4,2020-01-04,2020,March,3,26,2020-03-26,NY
1153,45312141,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Flushing,Queens,11358,40.77032137,-73.79508867,2020,January,1,4,2020-01-04,2020,February,2,19,2020-02-19,NY
1154,45253091,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11218,40.64292228,-73.97876175,2019,December,12,27,2019-12-27,2020,January,1,7,2020-01-07,NY
1155,45257392,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11220,40.64199621,-74.00820475,2019,December,12,27,2019-12-27,2020,April,4,2,2020-04-02,NY
1156,45258271,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Fresh_Meadows,Queens,11366,40.72794719,-73.79166511,2019,December,12,27,2019-12-27,2020,February,2,13,2020-02-13,NY
1157,45258416,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Woodhaven,Queens,11421,40.6862445,-73.86416211,2019,December,12,27,2019-12-27,2020,March,3,31,2020-03-31,NY
1158,18301012,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11223,40.59989517,-73.98010063,2010,July,7,20,2010-07-20,2010,July,7,28,2010-07-28,NY
1159,18302991,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,East_Elmhurst,Queens,11370,40.76082811,-73.8901121,2010,July,7,20,2010-07-20,2010,August,8,13,2010-08-13,NY
1160,43265667,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11215,40.66890061,-73.99268592,2019,July,7,12,2019-07-12,2020,January,1,21,2020-01-21,NY
1161,43257425,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Queens_Village,Queens,11429,40.7081138,-73.73806358,2019,July,7,11,2019-07-11,2020,December,12,23,2020-12-23,NY
